what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348351484061
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1348351484061
java.specification.name,sysinfo,,,"Java Platform API Specification",1348351484061
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348351484061
java.specification.version,sysinfo,,,"1.6",1348351484061
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1348351484061
java.version,sysinfo,,,"1.6.0_24",1348351484061
java.vm.info,sysinfo,,,"mixed mode",1348351484061
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1348351484061
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348351484061
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348351484061
java.vm.specification.version,sysinfo,,,"1.0",1348351484061
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1348351484061
java.vm.version,sysinfo,,,"19.1-b02",1348351484061
